source,target
12786,8771
1323,2035
1519,3459
66,717
71388,5196
403,1935
47960,10334
1494,10333
12151,3374
308,3673
2197,4961
1903,58
12022,21974
35723,35716
1874,8416
63143,31420
11983,19917
105,2056
6762,2151
6653,388
15805,15802
1288,1390
5307,9246
192,508
1494,20317
4839,4112
5786,34356
6838,134
169,236
6497,19130
1621,6589
2183,40
8017,6291
23764,24386
17871,726
320,1108
18283,4757
2194,7041
421,383
7207,32693
15878,1540
20501,6506
1408,1191
9502,4858
546,8414
645,789
1453,1450
2056,318
794,3852
9628,32863
145,896
3584,45
287,665
198,1469
24185,6562
46785,136
1626,3867
1677,6320
1520,6732
6870,737
70885,67877
3890,3895
645,5947
7040,42726
4512,128
8968,10939
449,384
11180,1894
1655,3580
15726,883
29597,35
6287,1179
19527,2284
2118,1517
2185,4078
9241,26277
545,418
30437,4122
748,135
6771,233
2227,2265
1191,2656
7900,26556
61726,61725
10491,2654
3159,2239
2412,2478
1228,1083
426,20
8703,10414
1590,2362
2157,19232
100,2933
404,1111
5585,1405
15634,41909
11578,4118
1346,18683
3925,1484
342,7899
342,411
3565,45
1938,24969
4339,6725
2062,2032
48774,65500
51782,58074
4890,36267
3554,879
3902,1179
3875,3968
1861,1853
5059,1172
9525,1933
46037,8755
75,30
7622,790
22628,100
3234,34
66845,43990
97,66
6594,3923
19745,1442
8729,9150
6786,13
11972,40112
75266,71957
40800,6326
1629,1778
6784,2239
222,1109
2084,74
3505,6014
71850,4168
3345,10498
33,360
71399,3685
19997,6953
1516,2239
3970,10485
14030,13908
1540,2067
9116,4558
57937,20801
5225,84
145,71398
3386,1516
610,442
2060,2640
11519,1430
33,2868
29733,29721
6494,12222
22955,11478
16050,1621
56282,18957
3278,1532
12260,19744
72380,128
10663,48457
71134,69607
2233,1396
39175,13352
2630,4124
6508,41214
1701,1288
3062,6820
4421,2704
2561,27336
4185,726
44768,66999
909,3114
6097,659
879,8363
1835,73954
2088,550
246,0
65095,37269
1524,6431
2707,3895
5232,19524
12736,1902
2481,1885
5917,1109
6628,1401
2648,28125
590,2338
1172,3120
339,720
3875,684
11755,4973
71389,2963
15784,19917
49989,16739
2653,1621
1629,2432
25240,2048
1616,1029
22257,28539
58126,65582
4064,826
66039,40676
65377,38288
17693,13
1343,729
66624,43159
6031,3282
4395,8262
4698,113
4977,1909
1542,20
414,140
8821,365
14607,14611
3560,4944
12552,1172
54984,17073
15011,805
10857,39805
763,7246
2787,3507
5795,105
98,4853
6565,41382
65065,37141
2781,7938
21947,3922
989,79
8804,46142
4411,8421
2195,1448
9673,71382
41701,6653
5941,1649
14728,14723
814,724
8267,5789
1528,625
12602,643
6508,8412
175,319
33115,3929
3946,7442
3210,3173
12346,4061
71550,68550
2088,44
3314,369
25156,918
45402,8336
4955,1748
1075,2375
29602,3065
965,383
39521,1440
4,12
34210,16854
132,1314
4508,22924
387,447
8310,5941
44,54
514,1283
0,9
4698,1247
7871,2008
4207,10675
19432,4415
16137,1411
2231,1701
732,1408
410,407
1540,824
1945,981
14866,6470
2511,4363
3867,3116
40126,1177
13431,688
5267,27546
860,28
955,4163
1556,418
16202,2818
87,5337
3951,32797
18820,791
185,360
53126,14899
1245,17369
4397,1718
1903,1430
71398,65
73068,2512
16091,943
3578,9793
29410,4950
2649,1899
1250,405
32206,2685
14021,135
22955,17169
18294,3833
13832,8773
127,639
51992,13563
8757,5861
2344,860
52,416
1172,1705
41064,6468
18593,1516
19743,19731
5382,33097
10712,446
15791,15607
15466,10255
8780,23031
2157,329
1353,6715
634,769
89,12
5835,7405
2888,11831
9100,686
546,234
20096,143
3504,1428
2066,201
2272,1029
563,1460
5847,7687
25891,25890
5354,8526
125,103
254,74
9557,4984
162,34
50467,12245
8499,998
70397,64509
2366,780
47,383
4430,17059
57378,20166
350,2342
5791,8684
454,48
9980,1177
51024,19889
1428,77
1700,909
1479,4062
20830,1528
9140,4416
2639,1566
5828,879
4785,300
57171,44657
5918,626
634,16869
49477,49478
991,3117
19743,24577
20565,41223
1857,24273
3957,2113
16,725
1835,23927
350,7104
22589,1712
2888,9978
5692,722
60345,42491
2181,6877
4388,2060
5835,20710
9341,19281
30005,3169
3901,1623
3947,15945
7413,6984
5657,10964
370,9051
2200,25922
5070,4064
10731,15977
20868,17295
3637,2030
7664,1613
34040,7178
8592,1324
5608,3498
145,3602
5275,2410
14001,19339
59010,22397
5255,873
3928,6522
12019,6032
11744,3420
1238,344
1389,11223
22141,22144
6814,766
2695,154
6688,3897
2329,223
19213,0
3882,1852
5264,103
1831,12307
4197,4319
8792,20561
3438,1620
2027,135
50048,11861
3797,34
24091,60113
16845,1274
6003,20551
8110,9313
11780,17364
6710,41960
4969,2318
2861,12445
4041,343
13304,5232
763,27900
70980,68603
1748,140
4380,2059
4940,77
10420,12907
3222,12955
8002,354
6508,2694
6518,1469
46488,41666
10273,1224
149,1268
24644,2833
343,9293
12615,22422
8776,24576
31444,5977
45095,33757
41108,7314
1016,1248
1474,1899
4573,5437
4302,3900
15126,53291
25181,2037
6467,12621
2230,9634
23308,1776
31637,1719
12565,5423
1779,3520
34752,4318
30107,8921
2654,2512
29340,5637
19314,1606
6301,18
1572,436
36474,20585
3806,732
52137,849
1027,1022
1840,23987
1634,8712
340,5331
6321,1306
848,1623
12614,1670
25,2484
1596,2437
15946,53997
10111,6611
161,663
6995,1177
56855,19588
12909,3860
1545,3999
19075,9484
1720,972
2546,49
629,2685
4051,4070
8712,8784
39555,5813
31251,3464
5275,5636
4358,4416
2526,737
56237,18955
16571,14897
4516,28909
2013,1276
3652,46
5048,3483
4763,36382
38967,5506
6722,140
39007,65585
22893,59341
1108,534
1448,2232
7082,6611
6503,7396
8164,4760
2121,2430
39090,5548
8444,282
53740,21821
37281,5064
1658,1747
35373,64623
5,791
55785,37916
29616,20562
45017,8133
14926,24013
1123,681
6774,72613
975,326
75335,72333
689,852
18003,5113
5758,65
2949,11612
24426,1858
6636,7427
4511,35621
31925,4931
2139,7644
11763,2694
14602,5788
726,1172
18921,4617
2514,107
97,50
69443,57921
132,63
3527,72503
1254,2205
523,442
40180,5989
37570,21957
27411,61658
75708,75003
663,2264
625,3564
763,47793
5869,12237
812,597
1636,3284
1694,1642
3220,8283
5837,4416
41,3328
19820,4415
13504,8202
4161,18880
6951,1393
3973,4098
1234,3687
61632,61628
4931,3873
6586,1857
4508,16377
6784,4045
32289,3716
9069,1520
8773,24575
14365,763
677,2
340,1029
17987,1392
2826,832
135,548
9753,2706
3558,1172
831,134
131,2656
1852,14844
11601,12367
10403,2637
8911,11707
73924,923
5760,1247
37559,5143
2889,1483
4300,1621
737,2229
7251,381
67960,49009
4920,28157
8744,3410
52109,13706
4220,555
3869,2700
1691,2637
115,71383
5575,10049
317,1699
9315,2236
25052,1995
60378,60379
4313,661
58828,22119
763,5139
8796,8122
640,728
1747,2279
2985,2174
35225,21821
21295,722
17790,790
6008,11188
34061,4157
697,143
1103,291
4910,6450
23920,2694
1503,719
2939,4772
48810,10891
8566,737
159,549
1519,6245
6565,4105
12167,33300
6250,1756
20142,6969
18693,10419
6523,2512
2786,908
7689,1179
1523,1438
639,123
40,2215
18683,3174
1322,1224
8808,1173
9279,342
1447,4161
10259,10802
119,383
8776,13562
7843,44549
645,3380
5374,88
1145,1033
7301,2227
71082,69276
8729,9651
6331,4856
4017,10698
3648,83
7517,172
16210,48398
54617,47492
56373,69218
763,28310
12770,39216
661,728
19842,13645
6778,1023
1849,19017
2328,976
22595,1714
246,2536
3462,6864
39695,40853
66082,70599
326,29
3392,2893
4606,3280
4321,1665
2607,11429
165,159
5889,39778
2118,234
39801,5896
1014,398
51623,13125
6509,4357
8750,18508
5908,4620
30,117
1518,11519
72903,737
6467,1753
10879,10675
5944,2463
41620,6631
2368,879
26635,2277
71798,790
350,443
4415,4414
2435,3852
617,18
4549,113
10647,10637
2917,1293
8734,5958
19415,3535
9429,3510
3273,431
3204,25455
3030,788
33082,4415
19903,19287
61760,27714
269,102
791,1918
154,449
1773,5038
1409,552
22513,46831
7513,3938
1925,6820
39030,5519
2410,18489
1465,1316
5141,6114
21264,58230
7418,5208
7387,6400
79,290
8771,4119
6393,35767
57510,49275
19434,1433
1540,6319
15206,5905
11813,15988
1106,3482
1678,76
12307,1446
142,7197
770,7843
183,34
5435,38821
20006,1815
1636,21929
625,1323
563,1604
4706,59
71398,645
51283,12819
10190,8288
1694,10965
2112,7905
6562,41359
10377,21974
32105,9397
2969,3143
24891,18
50555,12367
1741,4415
1254,1409
100,728
2248,9862
3854,996
71769,1621
637,11523
10111,7191
2800,54
2894,2115
9169,1411
12749,45959
5275,5273
6332,680
1021,824
9009,10498
625,18
8785,20559
5432,1156
618,3085
6036,2290
919,3173
195,3392
7128,860
324,1033
4333,2
2637,6430
2023,7326
4165,2511
1412,1408
1794,17
8453,8697
1201,10
44,31
5262,735
442,1918
4399,8344
44571,8153
44,4000
1172,3934
3519,31561
17586,9862
3280,5514
12769,8363
2704,971
35,5881
4696,36223
16980,1029
7614,2120
1613,4096
3554,6142
54670,16721
2969,26694
34133,19871
5696,7806
3643,14552
957,1714
2492,1403
7421,3503
7117,2637
3292,737
66198,70617
1284,5621
560,34
2303,349
3973,33318
4547,18126
1667,1658
14755,20852
1517,20626
28276,61985
12971,844
663,49
1476,2690
26737,18
1309,401
45434,51114
10595,439
1016,71823
8920,18
4716,36302
645,952
5915,3929
10692,9534
704,421
9839,5224
161,2576
4035,141
14750,14752
24162,6669
6905,3033
6058,1642
3923,16717
566,11722
1346,2239
22323,9419
3187,386
1515,10429
440,3277
19286,19371
7384,43390
344,90
10928,6677
3676,3547
18147,14797
1454,5588
117,586
997,3505
8317,6956
1559,21272
46628,9127
1528,1516
3927,44
6534,1485
14935,791
10179,722
1143,119
39843,1178
25295,2052
1312,3544
3144,1173
14376,763
29677,10106
39238,26950
16582,16605
3168,25650
15798,29616
28409,11328
12645,4607
8975,7470
1504,3184
56937,19678
5550,2857
11151,11156
2602,1621
6673,8989
20224,7642
738,4282
7488,3830
69026,55178
130,2284
7103,1561
586,1018
14849,14936
2634,135
18002,6962
17749,1192
12281,620
1069,443
26769,15562
5100,27
327,50
3966,1301
3772,301
4168,3507
1428,135
3140,1258
1835,23919
10879,48794
60384,24555
4572,5412
4698,2635
39517,65716
7427,6950
8495,143
4186,418
32135,1719
6138,15923
25185,2039
73417,75497
1240,1434
9326,21091
3850,22380
4184,4089
19792,11576
40377,6031
9762,4970
6495,12904
1442,681
8541,24742
2606,21090
7513,3879
8129,45008
8736,1417
28977,40741
10467,973
1738,2032
8566,4166
1445,652
558,6719
1420,13
9384,2227
4797,617
3924,4495
10970,680
29469,3014
6008,24034
453,1411
763,1331
14950,440
1690,8002
634,5675
50195,11983
3039,136
1851,9167
10698,48521
2898,765
8531,673
32465,738
2183,2049
25179,2037
1232,438
9562,4577
2516,6131
4701,2969
5659,2687
702,1258
11602,49731
1720,2235
10977,1406
10478,20090
3809,76
678,3278
3249,1164
15596,7040
7304,1753
6594,14002
17037,2051
56948,56946
75767,75628
4196,7687
55093,69012
8743,8913
1775,4969
21143,11863
4300,11256
4752,36361
3510,28807
2504,9479
18939,1908
18829,21606
238,3906
20438,1501
11800,25160
4547,4177
3687,911
2648,550
18686,3511
3582,118
5834,7770
11097,42765
2320,13343
629,9143
21093,4918
7207,14881
45325,45323
3417,793
14868,14860
3983,15848
2654,301
22133,1646
8785,8778
10267,3104
52176,5232
1503,617
52862,14586
54077,68844
15839,3899
7083,6767
9516,27
1234,7983
2988,35
6147,381
5227,13447
8805,18934
634,2904
16682,2307
8280,25315
1971,3630
4572,996
1476,10858
1596,2493
13706,4959
689,29
763,9983
584,550
5331,2980
16011,9335
3097,36
6115,9292
22,2325
586,5309
2497,883
33426,28575
1596,3479
6774,32487
1601,3549
43043,56945
8734,6588
8859,11394
3371,3540
5795,634
13955,52272
7184,1534
1431,3703
3278,2463
395,999
4583,660
5312,789
8128,2714
2603,4416
1128,365
8688,5968
4188,3272
1495,1655
8769,681
954,628
1786,10472
1020,3285
1274,18246
238,849
3515,3115
3647,2096
414,854
332,9194
42198,10388
645,23528
3694,1390
1005,979
5313,1630
7427,4976
2729,96
1313,145
8770,18502
720,444
19367,56674
3858,2160
3867,8871
2649,23422
327,26
17588,1185
9176,4526
12440,2198
442,123
39,546
974,33
1537,726
53234,15048
14717,39152
3374,737
41633,6633
7359,145
2927,11811
3832,3935
71387,9467
1731,22922
8296,19206
5171,15063
46163,17580
4123,5140
51048,12749
4353,2174
6228,548
751,449
2056,7698
91,48
6322,8281
10064,7412
22129,37215
60800,25325
7484,31
2075,557
27334,29427
19583,19665
2275,3077
42576,42577
5519,786
28310,5470
68,18
2236,5038
559,11623
37862,5215
22525,1694
10231,3970
634,125
20109,14960
8750,24215
624,103
57540,20323
3040,1905
28268,6663
1515,16362
2814,5199
2953,1403
8287,9169
4179,66
203,854
55427,17836
2324,48
31149,3437
71387,327
770,34268
979,404
22,1268
838,5612
5793,329
6171,4061
7579,41026
13649,10342
8866,307
13157,7163
43035,7140
5931,2279
4410,2303
802,1029
37552,57137
782,2528
28014,791
1572,4069
6736,3059
20434,8786
71386,203
1640,2461
2047,2031
8972,2644
54428,54434
5798,106
7374,1582
14401,16729
23037,24081
5622,22355
49071,11114
1517,1558
25751,60999
634,12400
2651,59
14091,1445
17670,4123
3345,30584
7608,5199
51466,12960
40473,1576
6103,5617
4768,454
3716,6084
47513,9846
9639,3925
2402,947
17481,9414
4017,863
23372,8488
1209,4040
7640,2991
2652,5308
5270,1035
975,1712
20123,1783
1029,2039
4606,565
5853,109
7418,6493
18435,1299
2294,6134
978,2227
43252,66639
6611,12269
523,1270
2863,543
9504,3281
3985,3966
5199,2088
514,128
5637,65
9091,5038
3404,370
20755,1522
3836,15727
4847,13217
8045,29398
12813,646
8570,128
101,28
8419,1561
2888,28466
2973,783
10420,15814
19806,5969
555,1249
749,1892
6580,40305
16787,54708
85,1522
5952,130
71903,2120
1059,3180
4956,11237
5662,25040
79,81
50748,12535
34106,4161
21086,8374
10395,557
61228,27681
7315,15949
70294,63835
1038,194
1596,5811
4692,8150
3120,2582
3321,8714
5141,1283
38259,5250
3118,1174
9071,5908
2217,7806
1009,801
3652,1516
44293,7692
12766,29887
8772,8777
3935,1075
4599,3071
2704,8663
25157,3936
2561,4715
25652,18765
225,1075
4352,73
4368,128
375,2027
17203,1647
3120,3145
551,725
6005,790
30036,3174
2225,22914
682,1399
15894,1529
8797,2184
4547,1370
387,2075
7793,2867
1247,5760
10413,169
1596,15342
54362,16312
2035,918
3459,120
1901,8560
8476,8436
5514,443
678,2946
49024,43612
30090,3189
637,1305
3420,1029
1056,719
7619,1516
456,27
11114,2248
592,6688
3932,2113
40111,20072
681,385
14514,6023
402,28
59420,22946
16279,54336
18505,2704
28546,4177
49418,16385
19172,47751
7293,8644
4880,2281
2706,19742
600,73873
54521,16505
53653,68766
19176,1408
942,291
751,4
66,4037
4495,6669
2558,1075
47839,67693
20434,29677
1024,30
645,208
11203,4415
52579,14437
3321,4416
10317,47933
18993,7471
288,1401
3924,33505
156,350
10645,442
2414,17607
5980,1621
31196,2063
2356,401
11581,6941
289,442
2063,191
3924,22835
637,12453
2988,1398
8743,14726
35,2963
4051,2239
25875,2161
2075,119
25888,11101
634,56636
827,4687
8806,4053
79,1259
898,6503
42054,7579
19158,56471
426,1975
6174,2775
1716,19
579,2897
378,436
8557,44
534,1129
42059,26580
1409,3917
2950,11180
9042,3659
75626,74451
7080,6054
5144,37582
12573,930
18993,18360
770,18256
8375,6586
2990,5621
4306,2938
2367,207
6456,41012
165,2221
20469,57656
4929,3054
2249,83
15623,10449
13706,11575
16148,11755
342,1596
625,8058
34521,4259
241,46
5,779
2432,4363
1423,860
1669,14513
4515,28224
9397,46955
19790,6653
8788,8712
2526,5961
12289,6946
1517,20660
21212,7194
6610,22381
16602,997
6393,7179
3589,883
11756,3922
6483,1398
37740,5205
19045,1399
13688,52087
5503,25995
20805,4055
5923,110
31803,3534
5199,7386
24091,9168
763,729
11236,7394
3953,1472
579,923
5135,2189
45436,23007
3805,408
1299,18420
20766,7409
232,300
2713,550
725,544
1562,1561
1813,13367
6436,40984
59836,23700
195,370
6588,8594
59786,23612
6868,1399
293,1975
2736,5372
4098,1432
5276,38386
99,69
10606,1401
9306,5957
925,2043
1844,18003
63,709
72165,27
5459,976
8789,46120
14687,41264
1844,24019
1975,1011
2482,29
22436,20539
12874,2115
14699,18790
10611,440
25198,2041
1453,18
3696,1164
24849,11810
4397,124
6301,1265
2979,4615
1907,8183
64,1911
58596,67552
2174,2690
59625,69709
197,124
763,14389
9292,46791
3143,665
1506,2191
33212,20559
8436,2171
5260,110
42749,7040
2649,2636
8402,45463
1397,689
6963,19139
398,104
2985,128
1069,79
20025,7723
10434,10554
788,14809
3527,5205
5283,2538
408,89
71399,63238
8433,3852
26339,5952
5882,4412
25328,2056
16141,54150
49510,11397
7496,2033
1167,729
35459,4282
3500,3666
633,1265
5508,780
10106,4367
9693,374
308,7575
329,9143
48223,10485
33714,4051
5488,38870
645,627
2153,18
4321,3512
1552,13
6669,23563
10359,625
41694,18278
43,2069
790,18
1476,1111
22981,4168
10070,24191
13721,786
634,24
442,193
102,90
3198,8029
3160,71398
3886,3950
4154,10541
5255,18
100,1019
4362,4472
6604,129
4412,1834
21937,3518
3872,19130
260,2028
2695,7887
14570,10413
1494,10858
2070,1398
1540,0
395,401
43811,737
64063,70330
12770,6741
1278,512
18794,16653
4725,11501
1938,2437
9319,343
7500,4161
6529,112
1865,790
225,96
19737,19047
7401,7777
2178,8769
13704,2362
23427,1783
10723,3184
10306,2633
645,107
2066,831
36683,4920
5386,431
4005,2641
9182,18360
12981,8779
37796,18956
5639,18
3997,17128
8773,20559
4565,2054
769,1401
1906,1892
25426,30397
29586,62476
2565,17908
63243,31650
60231,24279
5763,637
2140,394
631,784
10198,410
340,1285
50462,12244
4511,35649
44,3510
1411,4069
2478,2228
1535,536
28062,4963
1552,21199
2080,3506
4833,12307
33835,20434
34094,4161
2056,2414
2848,7354
11887,2065
16682,1002
1596,15504
73298,1621
4069,2375
5,776
586,424
145,962
45602,45603
297,329
3277,4761
4807,722
9258,5908
29187,5607
576,11763
3652,261
622,1108
29698,32283
203,597
17613,17614
9429,21180
43509,26746
1510,1368
1725,22807
8292,9051
32753,13345
39642,5831
4798,6792
48633,67878
21385,21384
5264,141
47191,2120
8029,1748
251,942
5189,413
3506,27
600,71402
16732,15941
22132,18834
34030,6693
3920,19017
4010,3984
7070,118
11574,7409
1494,9645
6772,4045
2120,2153
15765,21616
18319,28842
44752,18955
20649,21031
8986,854
11094,4867
1638,9182
40985,6436
18361,2160
13059,2541
10565,46868
57080,57081
2984,7692
1551,143
34281,16127
86,2124
2708,418
3859,5216
634,32023
4271,685
10495,12339
4170,2052
9636,4411
43494,55354
6618,385
397,1496
12948,725
4165,2464
32148,63424
9346,24030
3080,779
1108,3177
44844,8003
2030,782
8096,19012
617,6322
41526,6597
28486,2826
3544,289
13747,709
5299,38424
1569,2899
30854,3411
2064,3580
245,2984
15662,1029
11774,26243
10296,419
1433,19434
6870,780
5657,7866
530,426
6102,3985
12441,22663
48264,10500
4092,4958
1520,4544
2959,35
2252,550
66257,41576
924,1483
5224,14543
586,981
8789,12786
9412,38909
54705,16772
426,2817
7590,102
6634,2873
34342,13299
837,5681
2066,41408
2123,14848
8616,6697
128,1776
3780,10487
4921,36855
661,9862
35109,4414
630,1912
9087,549
41234,71381
6014,1412
6300,2757
6487,3864
1284,124
6493,20089
7788,1642
7113,724
287,3837
2200,4165
2969,3198
53476,15366
18007,1836
167,378
606,401
2227,71383
20717,14537
4186,2232
8808,17715
5338,19314
25991,33307
1747,644
786,133
1572,12856
1620,863
27893,4572
13464,35684
35,681
2044,13960
37043,24094
6586,2979
7408,1516
19803,1446
682,546
29616,20434
21921,1894
15662,1621
68454,51886
2057,4692
398,312
18,790
1737,23040
2378,846
140,4231
987,16484
3415,30922
17909,2656
5144,704
3865,18502
12811,5942
31364,3499
5079,295
19861,1
1626,9429
18825,23657
14392,40
4706,6479
329,3580
175,24
18265,1276
6489,73633
4005,2228
776,5128
319,44
7409,136
64155,34102
320,2375
12539,50750
0,116
20207,13637
985,156
29553,11111
1153,724
42746,7040
1528,12899
72567,143
55131,17352
1008,1173
4785,5761
677,1228
3415,30925
15862,1776
17446,16250
5993,18542
684,418
35723,5340
2427,715
1918,1574
1754,1623
563,398
8370,39951
4090,329
7532,43877
3118,27169
1529,210
6496,6742
27412,61659
19290,13585
10838,2065
722,315
3941,8620
6851,728
636,433
13578,136
1818,2146
137,34
6166,1606
19597,1438
2205,2444
11574,18346
2255,1283
8780,20564
8593,294
23294,33238
5869,1655
4940,3183
10498,1918
5679,1
3498,5606
1965,24996
11202,23874
34058,118
6561,2643
6134,2501
33012,6669
287,5382
3227,25995
42167,6776
6489,694
19737,1512
34832,43747
4036,20195
44212,7666
8334,1399
2033,25145
20066,790
2118,5765
235,440
1438,13
434,39
6742,132
21419,19530
661,1185
2028,381
1120,67
7932,5182
1299,3157
2037,2764
7207,24378
725,596
1607,7608
69550,71400
4374,34993
19095,4423
3564,3583
12667,5309
1228,735
18172,3860
1539,14361
2181,4806
1501,790
1272,2455
7067,15225
5505,18
8317,3591
4143,27
18789,14844
6742,28
4425,16911
20326,20329
2754,394
19450,56750
8616,18605
16525,13819
1,375
5078,4415
883,10911
1528,2151
296,2037
1059,2161
576,6167
37676,5177
133,364
34807,30435
44130,7622
12642,7146
763,5373
5958,1895
637,5640
18554,4014
616,3454
8413,2814
16838,54746
5847,1438
13472,13706
20326,46064
9227,336
670,143
29644,15841
1411,2704
23495,3783
4124,1411
1846,4168
19236,1516
5939,1028
2591,588
11278,9179
29874,3134
20790,57921
12441,634
45429,15805
16888,34206
36120,7843
34,83
38962,65565
19351,13274
64390,71524
10912,22878
6963,22323
686,925
9297,343
50546,1623
4422,791
2031,2672
341,686
14983,53180
1892,1288
2425,1558
10106,46065
13448,1614
9470,47096
540,11158
25224,2046
2637,1506
7289,143
912,400
5845,559
314,2026
10202,5673
37,40
7070,2228
53877,15822
15848,9629
5474,863
4020,783
14374,15630
5270,12299
1445,2174
65276,37811
851,2227
9263,1903
2263,21
36608,30442
1840,17
2631,4564
212,973
2028,13212
71463,2632
10273,39324
16860,4357
42393,51147
22315,1689
40038,5958
9729,10211
3346,1529
37717,5204
601,2948
16880,1022
1669,7762
12877,51353
761,4123
14246,754
2956,2037
6291,8852
26329,6167
26457,2606
18667,3555
320,1574
4306,3984
5610,31344
1567,6772
36087,4619
54739,16834
11659,20851
24286,13083
646,4004
353,4
1918,2028
4363,10317
53919,15864
1656,1516
6323,8156
14756,1852
10113,11164
452,2201
1547,10635
14793,36468
13140,12936
6752,18
8561,558
29117,2901
15009,805
14517,23001
47787,10184
3864,1619
11915,2429
27225,5617
1567,398
63510,32347
7959,10487
3266,979
4165,136
52772,31494
5232,45686
43782,7505
318,141
34869,34871
3505,4186
37878,5216
23713,1817
13515,883
763,74304
2281,3429
3276,3284
26,721
2704,4069
3420,6625
330,83
2865,33
4629,67
7959,9170
1112,5952
840,15343
19,367
7492,349
375,113
860,33
3771,4046
32502,3817
3349,74
7427,6175
4127,10084
58309,21363
69370,57251
7059,2248
64,118
3520,31618
48166,23026
1734,17495
30375,15941
6683,22955
10434,10442
33344,789
5609,14731
3884,31976
62996,31015
5224,37953
396,1129
8714,40217
18230,6963
802,2455
52442,14244
10011,2370
10541,3563
2574,5909
2622,588
195,4828
27944,2635
19743,46102
5952,9051
12346,1617
6514,331
650,1172
50598,12408
8968,49
6449,1083
1635,546
36146,4660
3952,6499
7341,976
1438,5278
650,4242
3535,3685
2986,7579
9157,25226
79,1005
664,29
1396,2066
32958,63731
18616,18511
2206,118
1044,2857
7302,1621
3433,3428
11593,555
3070,3066
6962,597
2248,2235
60424,35723
2385,2373
2646,5831
21546,44340
145,4204
238,2063
65705,39494
5406,972
2893,3723
6489,4760
11780,49940
10419,48068
5974,10310
15541,3403
645,2111
860,576
2120,1398
71425,5142
1259,72
44126,7619
22,2908
1237,653
576,3138
2569,965
28347,2688
30288,8159
13456,4413
634,730
289,981
1177,438
25689,7806
6523,41277
1503,6346
59199,22668
4890,645
2179,21215
25762,1400
20810,10314
4502,35596
8438,4415
9056,395
1264,1263
1539,576
17199,1526
12635,644
642,12554
2853,2464
1778,5953
920,10130
5343,5617
640,555
3985,2637
988,7254
4017,438
32947,32948
2499,651
9057,46521
7687,44235
11167,11169
71,1075
61622,27342
62263,28975
11429,1912
6013,40291
24578,4089
5737,39388
3854,8657
546,742
2250,2215
1476,55
4603,918
2236,3923
2521,449
34409,64302
19607,3772
7035,790
2419,2805
3925,791
24467,1883
7070,6477
828,1903
124,665
4549,9453
18928,1718
5956,10314
8798,8788
24419,1870
7454,15204
847,2798
28193,3936
8016,7796
27345,3182
33391,50019
4848,12255
492,11038
858,2752
2507,3167
14519,9362
2604,27790
3859,21967
26870,3894
12784,47053
70061,62153
14940,7314
625,664
6467,4508
2142,516
18009,32689
2709,125
28422,18
28010,8060
6003,10721
2157,881
10202,2496
8262,24011
1518,9292
65520,38874
3873,7530
2197,8735
1431,1020
26460,2245
340,4553
232,10
4453,19519
991,3583
25,237
6450,637
4860,534
66,2495
8701,20135
5267,128
5175,282
2205,3899
6960,22371
5167,7687
8123,408
34,81
11915,1112
46571,46572
8413,34
2744,45
1580,1918
41190,6505
42639,6990
1851,24197
11114,8363
12368,1621
7728,2059
629,6
12908,2108
143,2345
8620,21982
6003,8163
5980,19381
9693,81
21190,21191
11777,10170
4559,2512
1033,2322
33097,34123
27986,3968
140,210
25229,29033
27907,5675
12928,4957
41389,6565
2992,5304
7643,11278
25471,11744
5689,39322
1000,295
3485,195
319,40
45552,2685
1109,10700
417,210
4161,16362
11574,693
1613,918
19735,8970
2206,2059
34472,4244
4853,73
2063,10255
1368,2803
4096,431
35046,7175
6860,42342
735,1912
2704,9588
5064,586
738,6557
1511,9091
6171,329
34089,55084
4120,4805
5316,2174
90,35
109,102
2070,11225
2686,3859
590,1718
19048,28527
685,1617
47499,45570
1740,2560
6393,1912
7549,143
11600,1918
43583,24540
779,50
279,2377
64197,34186
639,1741
39280,5667
55969,18682
32855,3882
2525,2435
16443,1129
71388,805
2435,1064
2611,2922
492,7653
6036,6523
18553,18549
1207,2196
3901,1620
382,550
3361,1472
7511,2872
28018,20414
10846,4062
11999,793
24193,42032
1517,3282
62069,28486
45679,29034
1438,4047
19507,8971
32690,53046
8697,1411
5503,11746
10828,1460
7630,44159
22475,59066
3951,5317
24770,1906
10541,7902
4613,35506
3976,9322
783,1012
56667,19366
6606,26044
18202,71399
331,2
7637,6941
63312,31839
12893,650
7175,1315
685,225
4613,35293
1471,20075
3321,4805
7293,8363
401,989
1561,21281
645,2470
700,449
12723,11332
25,2456
158,374
55274,4416
8851,446
343,1111
8564,3592
25800,4367
4984,6004
6636,1316
11763,2637
508,16
3256,5933
2226,1016
12943,6869
12351,11313
19230,6074
30236,3222
4560,0
1572,4320
4412,2061
978,2065
590,11835
16027,33500
31399,9605
24470,60343
15660,11241
10127,18
848,2528
3972,824
62497,70110
66,287
1526,1617
3044,1071
19432,12733
4367,22955
1304,2710
1085,23
21794,13367
19551,56823
26039,26037
1638,3398
5973,1288
829,620
6718,1179
28,2630
11823,2218
10716,18888
12183,18485
2895,29073
4238,551
30377,60533
21673,58506
11919,3838
6743,24092
705,1177
7408,1572
600,2515
824,2944
438,1173
7346,11281
212,717
5502,2067
23673,5489
35903,4577
997,431
8190,45184
5191,3576
3448,10420
679,13227
918,136
6614,4416
24387,51908
3809,303
27244,2444
7417,8374
2602,4076
40772,6303
5908,4313
29936,54444
